,0,1,2,3,4,5,6,7
414,1,3,1,4,7,2,1,5
415,1,3,1,4,8,2,1,5
416,1,3,1,4,9,2,1,5
417,1,3,1,4,10,2,1,5
418,1,3,1,4,11,2,1,5
419,1,3,1,4,12,2,1,5
420,1,3,1,4,13,2,1,5
421,1,3,1,4,14,2,1,5
422,1,3,1,4,15,2,1,5
423,1,3,1,4,16,2,1,5
424,1,3,1,4,17,2,1,5
425,1,3,1,4,18,2,1,5
426,1,3,1,4,19,2,1,5
427,1,3,1,4,20,2,1,5
428,1,3,1,4,21,2,1,5
429,1,3,1,4,22,2,1,5
430,1,3,1,4,23,2,1,5
431,1,3,1,5,0,2,1,5
432,1,3,1,5,1,2,1,5
433,1,3,1,5,2,2,1,5
434,1,3,1,5,3,2,1,5
435,1,3,1,5,4,2,1,5
436,1,3,1,5,5,2,1,5
437,1,3,1,5,6,2,1,5
438,1,3,1,5,7,2,1,5
439,1,3,1,5,8,2,1,5
440,1,3,1,5,9,2,1,5
441,1,3,1,5,10,2,1,5
442,1,3,1,5,11,2,1,5
443,1,3,1,5,12,2,1,5
444,1,3,1,5,13,2,1,5
445,1,3,1,5,14,2,1,5
446,1,3,1,5,15,2,1,5
447,1,3,1,5,16,2,1,5
448,1,3,1,5,17,2,1,5
449,1,3,1,5,18,2,1,5
450,1,3,1,5,19,2,1,5
451,1,3,1,5,20,2,1,5
452,1,3,1,5,21,2,1,5
453,1,3,1,5,22,2,1,5
454,1,3,1,5,23,2,1,5
455,1,3,1,6,0,2,1,5
456,1,3,1,6,1,2,1,5
457,1,3,1,6,2,2,1,5
458,1,3,1,6,3,2,1,5
459,1,3,1,6,4,2,1,5
460,1,3,1,6,5,2,1,5
461,1,3,1,6,6,2,1,5
462,1,3,1,6,7,2,1,5
463,1,3,1,6,8,2,1,5
464,1,3,1,6,9,2,1,5
465,1,3,1,6,10,2,1,5
466,1,3,1,6,11,2,1,5
467,1,3,1,6,12,2,1,5
468,1,3,1,6,13,2,1,5
469,1,3,1,6,14,2,1,5
470,1,3,1,6,15,2,1,5
471,1,3,1,6,16,2,1,5
472,1,3,1,6,17,2,1,5
473,1,3,1,6,18,2,1,5
474,1,3,1,6,19,2,1,5
475,1,3,1,6,20,2,1,5
476,1,3,1,6,21,2,1,5
477,1,3,1,6,22,2,1,5
478,1,3,1,6,23,2,1,5
479,1,3,1,7,0,2,1,5
480,1,3,1,7,1,2,1,5
481,1,3,1,7,2,2,1,5
482,1,3,1,7,3,2,1,5
483,1,3,1,7,4,2,1,5
484,1,3,1,7,5,2,1,5
485,1,3,1,7,6,2,1,5
486,1,3,1,7,7,2,1,5
487,1,3,1,7,8,2,1,5
488,1,3,1,7,9,2,1,5
489,1,3,1,7,10,2,1,5
490,1,3,1,7,11,2,1,5
491,1,3,1,7,12,2,1,5
492,1,3,1,7,13,2,1,5
493,1,3,1,7,14,2,1,5
494,1,3,1,7,15,2,1,5
495,1,3,1,7,16,2,1,5
496,1,3,1,7,17,2,1,5
497,1,3,1,7,18,2,1,5
498,1,3,1,7,19,2,1,5
499,1,3,1,7,20,2,1,5
500,1,3,1,7,21,2,1,5
501,1,3,1,7,22,2,1,5
502,1,3,1,7,23,2,1,5
503,1,4,1,1,0,2,1,5
504,1,4,1,1,1,2,1,5
505,1,4,1,1,2,2,1,5
506,1,4,1,1,3,2,1,5
507,1,4,1,1,4,2,1,5
508,1,4,1,1,5,2,1,5
509,1,4,1,1,6,2,1,5
510,1,4,1,1,7,2,1,5
511,1,4,1,1,8,2,1,5
512,1,4,1,1,9,2,1,5
513,1,4,1,1,10,2,1,5
514,1,4,1,1,11,2,1,5
515,1,4,1,1,12,2,1,5
516,1,4,1,1,13,2,1,5
517,1,4,1,1,14,2,1,5
518,1,4,1,1,15,2,1,5
519,1,4,1,1,16,2,1,5
520,1,4,1,1,17,2,1,5
521,1,4,1,1,18,2,1,5
522,1,4,1,1,19,2,1,5
523,1,4,1,1,20,2,1,5
524,1,4,1,1,21,2,1,5
525,1,4,1,1,22,2,1,5
526,1,4,1,1,23,2,1,5
527,1,4,1,2,0,2,1,5
528,1,4,1,2,1,2,1,5
529,1,4,1,2,2,2,1,5
530,1,4,1,2,3,2,1,5
531,1,4,1,2,4,2,1,5
532,1,4,1,2,5,2,1,5
533,1,4,1,2,6,2,1,5
534,1,4,1,2,7,2,1,5
535,1,4,1,2,8,2,1,5
536,1,4,1,2,9,2,1,5
537,1,4,1,2,10,2,1,5
538,1,4,1,2,11,2,1,5
539,1,4,1,2,12,2,1,5
540,1,4,1,2,13,2,1,5
541,1,4,1,2,14,2,1,5
542,1,4,1,2,15,2,1,5
543,1,4,1,2,16,2,1,5
544,1,4,1,2,17,2,1,5
545,1,4,1,2,18,2,1,5
546,1,4,1,2,19,2,1,5
547,1,4,1,2,20,2,1,5
548,1,4,1,2,21,2,1,5
549,1,4,1,2,22,2,1,5
550,1,4,1,2,23,2,1,5
551,1,4,1,3,0,2,1,5
552,1,4,1,3,1,2,1,5
553,1,4,1,3,2,2,1,5
554,1,4,1,3,3,2,1,5
555,1,4,1,3,4,2,1,5
556,1,4,1,3,5,2,1,5
557,1,4,1,3,6,2,1,5
558,1,4,1,3,7,2,1,5
559,1,4,1,3,8,2,1,5
560,1,4,1,3,9,2,1,5
561,1,4,1,3,10,2,1,5
562,1,4,1,3,11,2,1,5
563,1,4,1,3,12,2,1,5
564,1,4,1,3,13,2,1,5
565,1,4,1,3,14,2,1,5
566,1,4,1,3,15,2,1,5
567,1,4,1,3,16,2,1,5
568,1,4,1,3,17,2,1,5
569,1,4,1,3,18,2,1,5
570,1,4,1,3,19,2,1,5
571,1,4,1,3,20,2,1,5
572,1,4,1,3,21,2,1,5
573,1,4,1,3,22,2,1,5
574,1,4,1,3,23,2,1,5
575,1,4,1,4,0,2,1,5
576,1,4,1,4,1,2,1,5
577,1,4,1,4,2,2,1,5
578,1,4,1,4,3,2,1,5
579,1,4,1,4,4,2,1,5
580,1,4,1,4,5,2,1,5
581,1,4,1,4,6,2,1,5
582,1,4,1,4,7,2,1,5
583,1,4,1,4,8,2,1,5
584,1,4,1,4,9,2,1,5
585,1,4,1,4,10,2,1,5
586,1,4,1,4,11,2,1,5
587,1,4,1,4,12,2,1,5
588,1,4,1,4,13,2,1,5
589,1,4,1,4,14,2,1,5
590,1,4,1,4,15,2,1,5
591,1,4,1,4,16,2,1,5
592,1,4,1,4,17,2,1,5
593,1,4,1,4,18,2,1,5
594,1,4,1,4,19,2,1,5
595,1,4,1,4,20,2,1,5
596,1,4,1,4,21,2,1,5
597,1,4,1,4,22,2,1,5
598,1,4,1,4,23,2,1,5
599,1,4,1,5,0,2,1,5
600,1,4,1,5,1,2,1,5
601,1,4,1,5,2,2,1,5
602,1,4,1,5,3,2,1,5
603,1,4,1,5,4,2,1,5
604,1,4,1,5,5,2,1,5
605,1,4,1,5,6,2,1,5
606,1,4,1,5,7,2,1,5
607,1,4,1,5,8,2,1,5
608,1,4,1,5,9,2,1,5
609,1,4,1,5,10,2,1,5
610,1,4,1,5,11,2,1,5
611,1,4,1,5,12,2,1,5
612,1,4,1,5,13,2,1,5
613,1,4,1,5,14,2,1,5
614,1,4,1,5,15,2,1,5
615,1,4,1,5,16,2,1,5
616,1,4,1,5,17,2,1,5
617,1,4,1,5,18,2,1,5
618,1,4,1,5,19,2,1,5
619,1,4,1,5,20,2,1,5
620,1,4,1,5,21,2,1,5
621,1,4,1,5,22,2,1,5
622,1,4,1,5,23,2,1,5
623,1,4,1,6,0,2,1,5
624,1,4,1,6,1,2,1,5
625,1,4,1,6,2,2,1,5
626,1,4,1,6,3,2,1,5
627,1,4,1,6,4,2,1,5
628,1,4,1,6,5,2,1,5
629,1,4,1,6,6,2,1,5
630,1,4,1,6,7,2,1,5
631,1,4,1,6,8,2,1,5
632,1,4,1,6,9,2,1,5
633,1,4,1,6,10,2,1,5
634,1,4,1,6,11,2,1,5
635,1,4,1,6,12,2,1,5
636,1,4,1,6,13,2,1,5
637,1,4,1,6,14,2,1,5
638,1,4,1,6,15,2,1,5
639,1,4,1,6,16,2,1,5
640,1,4,1,6,17,2,1,5
641,1,4,1,6,18,2,1,5
642,1,4,1,6,19,2,1,5
643,1,4,1,6,20,2,1,5
644,1,4,1,6,21,2,1,5
645,1,4,1,6,22,2,1,5
646,1,4,1,6,23,2,1,5
647,1,4,1,7,0,2,1,5
648,1,4,1,7,1,2,1,5
649,1,4,1,7,2,2,1,5
650,1,4,1,7,3,2,1,5
651,1,4,1,7,4,2,1,5
652,1,4,1,7,5,2,1,5
653,1,4,1,7,6,2,1,5
654,1,4,1,7,7,2,1,5
655,1,4,1,7,8,2,1,5
656,1,4,1,7,9,2,1,5
657,1,4,1,7,10,2,1,5
658,1,4,1,7,11,2,1,5
659,1,4,1,7,12,2,1,5
660,1,4,1,7,13,2,1,5
661,1,4,1,7,14,2,1,5
662,1,4,1,7,15,2,1,5
663,1,4,1,7,16,2,1,5
664,1,4,1,7,17,2,1,5
665,1,4,1,7,18,2,1,5
666,1,4,1,7,19,2,1,5
667,1,4,1,7,20,2,1,5
668,1,4,1,7,21,2,1,5
669,1,4,1,7,22,2,1,5
670,1,4,1,7,23,2,1,5
671,1,5,1,1,0,2,1,5
672,1,5,1,1,1,2,1,5
673,1,5,1,1,2,2,1,5
674,1,5,1,1,3,2,1,5
675,1,5,1,1,4,2,1,5
676,1,5,1,1,5,2,1,5
677,1,5,1,1,6,2,1,5
678,1,5,1,1,7,2,1,5
679,1,5,1,1,8,2,1,5
680,1,5,1,1,9,2,1,5
681,1,5,1,1,10,2,1,5
682,1,5,1,1,11,2,1,5
683,1,5,1,1,12,2,1,5
684,1,5,1,1,13,2,1,5
685,1,5,1,1,14,2,1,5
686,1,5,1,1,15,2,1,5
687,1,5,1,1,16,2,1,5
688,1,5,1,1,17,2,1,5
689,1,5,1,1,18,2,1,5
690,1,5,1,1,19,2,1,5
691,1,5,1,1,20,2,1,5
692,1,5,1,1,21,2,1,5
693,1,5,1,1,22,2,1,5
694,1,5,1,1,23,2,1,5
695,1,5,1,2,0,2,1,5
696,1,5,1,2,1,2,1,5
697,1,5,1,2,2,2,1,5
698,1,5,1,2,3,2,1,5
699,1,5,1,2,4,2,1,5
700,1,5,1,2,5,2,1,5
701,1,5,1,2,6,2,1,5
702,1,5,1,2,7,2,1,5
703,1,5,1,2,8,2,1,5
704,1,5,1,2,9,2,1,5
705,1,5,1,2,10,2,1,5
706,1,5,1,2,11,2,1,5
707,1,5,1,2,12,2,1,5
708,1,5,1,2,13,2,1,5
709,1,5,1,2,14,2,1,5
710,1,5,1,2,15,2,1,5
711,1,5,1,2,16,2,1,5
712,1,5,1,2,17,2,1,5
713,1,5,1,2,18,2,1,5
714,1,5,1,2,19,2,1,5
715,1,5,1,2,20,2,1,5
716,1,5,1,2,21,2,1,5
717,1,5,1,2,22,2,1,5
718,1,5,1,2,23,2,1,5
719,1,5,1,3,0,2,1,5
720,1,5,1,3,1,2,1,5
721,1,5,1,3,2,2,1,5
722,1,5,1,3,3,2,1,5
723,1,5,1,3,4,2,1,5
724,1,5,1,3,5,2,1,5
725,1,5,1,3,6,2,1,5
726,1,5,1,3,7,2,1,5
727,1,5,1,3,8,2,1,5
728,1,5,1,3,9,2,1,5
729,1,5,1,3,10,2,1,5
730,1,5,1,3,11,2,1,5
731,1,5,1,3,12,2,1,5
732,1,5,1,3,13,2,1,5
733,1,5,1,3,14,2,1,5
734,1,5,1,3,15,2,1,5
735,1,5,1,3,16,2,1,5
736,1,5,1,3,17,2,1,5
737,1,5,1,3,18,2,1,5
738,1,5,1,3,19,2,1,5
739,1,5,1,3,20,2,1,5
740,1,5,1,3,21,2,1,5
741,1,5,1,3,22,2,1,5
742,1,5,1,3,23,2,1,5
743,1,5,1,4,0,2,1,5
744,1,5,1,4,1,2,1,5
745,1,5,1,4,2,2,1,5
746,1,5,1,4,3,2,1,5
747,1,5,1,4,4,2,1,5
748,1,5,1,4,5,2,1,5
749,1,5,1,4,6,2,1,5
750,1,5,1,4,7,2,1,5
751,1,5,1,4,8,2,1,5
752,1,5,1,4,9,2,1,5
753,1,5,1,4,10,2,1,5
754,1,5,1,4,11,2,1,5
755,1,5,1,4,12,2,1,5
756,1,5,1,4,13,2,1,5
757,1,5,1,4,14,2,1,5
758,1,5,1,4,15,2,1,5
759,1,5,1,4,16,2,1,5
760,1,5,1,4,17,2,1,5
761,1,5,1,4,18,2,1,5
762,1,5,1,4,19,2,1,5
763,1,5,1,4,20,2,1,5
764,1,5,1,4,21,2,1,5
765,1,5,1,4,22,2,1,5
766,1,5,1,4,23,2,1,5
767,1,5,1,5,0,2,1,5
768,1,5,1,5,1,2,1,5
769,1,5,1,5,2,2,1,5
770,1,5,1,5,3,2,1,5
771,1,5,1,5,4,2,1,5
772,1,5,1,5,5,2,1,5
773,1,5,1,5,6,2,1,5
774,1,5,1,5,7,2,1,5
